day,city,area_id,ncontacts_1,ncontacts_2
2024-04-29,Stuttgart,11.0,28,0
2024-04-29,Stuttgart,-1.0,332,0
2024-04-29,Frankfurt am Main,64.0,4,2
2024-04-29,Frankfurt am Main,4.0,2,0
2024-04-29,Frankfurt am Main,-1.0,368,0
2024-04-29,Hamburg,25.0,34,0
2024-04-29,Hamburg,29.0,24,0
2024-04-29,Hamburg,-1.0,1512,0
2024-04-29,München,1.0,2,0
2024-04-29,München,41.0,4,0
2024-04-29,München,45.0,6,0
2024-04-29,München,60.0,2,0
2024-04-29,München,-1.0,226,0
2024-04-29,Gelsenkirchen,28.0,16,0
2024-04-29,Gelsenkirchen,-1.0,660,0
2024-04-29,Leipzig,3.0,4,0
2024-04-29,Leipzig,-1.0,1308,0
2024-04-29,Köln,51.0,10,0
2024-04-29,Köln,-1.0,622,0
2024-04-29,Köln,15.0,2,0
2024-04-29,Berlin,16.0,14,0
2024-04-29,Berlin,2.0,4,0
2024-04-29,Berlin,40.0,20,0
2024-04-29,Berlin,-1.0,2584,0
2024-04-29,Dortmund,10.0,14,0
2024-04-29,Dortmund,-1.0,576,0
2024-04-29,Dortmund,39.0,2,0
2024-04-29,Düsseldorf,-1.0,514,0
2024-04-30,Stuttgart,11.0,172,0
2024-04-30,Stuttgart,-1.0,510,0
2024-04-30,Frankfurt am Main,64.0,12,0
2024-04-30,Frankfurt am Main,4.0,6,0
2024-04-30,Frankfurt am Main,-1.0,518,0
2024-04-30,Hamburg,25.0,6,0
2024-04-30,Hamburg,29.0,50,0
2024-04-30,Hamburg,-1.0,1718,0
2024-04-30,München,41.0,36,0
2024-04-30,München,45.0,6,0
2024-04-30,München,-1.0,280,0
2024-04-30,München,1.0,32,18
2024-04-30,Gelsenkirchen,28.0,16,0
2024-04-30,Gelsenkirchen,-1.0,790,0
2024-04-30,Leipzig,3.0,8,0
2024-04-30,Leipzig,-1.0,1290,0
2024-04-30,Köln,51.0,22,0
2024-04-30,Köln,-1.0,946,0
2024-04-30,Berlin,16.0,24,0
2024-04-30,Berlin,2.0,2,0
2024-04-30,Berlin,40.0,10,0
2024-04-30,Berlin,-1.0,3040,0
2024-04-30,Dortmund,10.0,110,0
2024-04-30,Dortmund,-1.0,728,0
2024-04-30,Dortmund,39.0,2,0
2024-04-30,Düsseldorf,-1.0,568,0
2024-05-01,Stuttgart,11.0,48,0
2024-05-01,Stuttgart,-1.0,220,0
2024-05-01,Frankfurt am Main,64.0,2,0
2024-05-01,Frankfurt am Main,4.0,2,0
2024-05-01,Frankfurt am Main,-1.0,194,0
2024-05-01,Hamburg,25.0,6,0
2024-05-01,Hamburg,29.0,36,0
2024-05-01,Hamburg,-1.0,688,0
2024-05-01,München,45.0,6,0
2024-05-01,München,-1.0,130,0
2024-05-01,Gelsenkirchen,28.0,12,0
2024-05-01,Gelsenkirchen,-1.0,392,0
2024-05-01,Leipzig,3.0,162,0
2024-05-01,Leipzig,-1.0,548,0
2024-05-01,Köln,51.0,2,0
2024-05-01,Köln,-1.0,348,0
2024-05-01,Berlin,16.0,10,0
2024-05-01,Berlin,40.0,6,0
2024-05-01,Berlin,-1.0,1356,0
2024-05-01,Dortmund,10.0,148,62
2024-05-01,Dortmund,-1.0,376,0
2024-05-01,Dortmund,39.0,16,0
2024-05-01,Düsseldorf,-1.0,252,0
2024-05-02,Stuttgart,11.0,62,0
2024-05-02,Stuttgart,-1.0,358,0
2024-05-02,Frankfurt am Main,64.0,12,0
2024-05-02,Frankfurt am Main,4.0,4,0
2024-05-02,Frankfurt am Main,-1.0,286,0
2024-05-02,Hamburg,25.0,48,0
2024-05-02,Hamburg,29.0,46,0
2024-05-02,Hamburg,-1.0,1480,0
2024-05-02,München,41.0,12,0
2024-05-02,München,45.0,4,0
2024-05-02,München,-1.0,282,0
2024-05-02,Gelsenkirchen,28.0,20,0
2024-05-02,Gelsenkirchen,-1.0,656,0
2024-05-02,Leipzig,3.0,12,0
2024-05-02,Leipzig,-1.0,1162,0
2024-05-02,Köln,51.0,10,0
2024-05-02,Köln,-1.0,738,0
2024-05-02,Köln,15.0,2,0
2024-05-02,Berlin,16.0,8,0
2024-05-02,Berlin,2.0,2,0
2024-05-02,Berlin,40.0,14,0
2024-05-02,Berlin,-1.0,2566,0
2024-05-02,Dortmund,10.0,8,0
2024-05-02,Dortmund,-1.0,574,0
