day,with_stadiums,contactlevel_to_baseline_ratio
2024-04-29,False,1.0364826227073356
2024-04-29,True,1.0364826227073356
2024-04-30,False,1.2127532890422539
2024-04-30,True,1.2191019713745899
2024-05-01,False,0.6843713592980523
2024-05-01,True,0.6913088525735936
2024-05-02,False,0.9651463896097764
2024-05-02,True,0.9651463896097764
2024-05-03,False,0.8890894624943376
2024-05-03,True,0.9017522310676033
2024-05-04,False,0.9536884346261753
2024-05-04,True,0.977605872671876
2024-05-05,False,0.8589032571603008
2024-05-05,True,0.8775624251401405
2024-05-06,False,1.0035216887419156
2024-05-06,True,1.0035216887419156
2024-05-07,False,0.9825581487917069
2024-05-07,True,0.9831112184941888
2024-05-08,False,1.269350864310637
2024-05-08,True,1.269350864310637
2024-05-09,False,0.7362205399587006
2024-05-09,True,0.7453033431213325
2024-05-10,False,0.9080004541537713
2024-05-10,True,0.9080004541537713
2024-05-11,False,0.9806357315588168
2024-05-11,True,1.0272024737969883
2024-05-12,False,1.1883422660733356
2024-05-12,True,1.2071312250162782
2024-05-13,False,1.0197183767729072
2024-05-13,True,1.0197183767729072
2024-05-14,False,1.0171069040571699
2024-05-14,True,1.0171069040571699
2024-05-15,False,1.0405077183461695
2024-05-15,True,1.0405077183461695
2024-05-16,False,1.0967341904424026
2024-05-16,True,1.0967341904424026
2024-05-17,False,1.1236251855793653
2024-05-17,True,1.135312892357981
2024-05-18,False,1.067613776709612
2024-05-18,True,1.1124697619916324
2024-05-19,False,0.9384647652911241
2024-05-19,True,0.9643752198829085
2024-05-20,False,0.7659453194593077
2024-05-20,True,0.7659453194593077
2024-05-21,False,1.066721716238263
2024-05-21,True,1.0907687975470715
2024-05-22,False,0.982375829645318
2024-05-22,True,0.982375829645318
2024-05-23,False,1.010314626768024
2024-05-23,True,1.010314626768024
2024-05-24,False,0.9727021965268491
2024-05-24,True,0.9793086013108362
2024-05-25,False,0.9400645597910957
2024-05-25,True,0.9610591036422018
2024-05-26,False,0.9106369418733219
2024-05-26,True,0.9309377583369516
2024-05-27,False,0.9944107181187336
2024-05-27,True,1.001741934299332
2024-05-28,False,0.9851221747232284
2024-05-28,True,0.9851221747232284
2024-05-29,False,1.0926514575476374
2024-05-29,True,1.0926514575476374
2024-05-30,False,0.9064016634322408
2024-05-30,True,0.9064016634322408
2024-05-31,False,1.03230221700309
2024-05-31,True,1.03230221700309
2024-06-01,False,1.0098111352244752
2024-06-01,True,1.0482138692436638
2024-06-02,False,1.0489559609251908
2024-06-02,True,1.0489559609251908
2024-06-03,False,1.0216014347598092
2024-06-03,True,1.0216014347598092
2024-06-04,False,0.9791270419895342
2024-06-04,True,0.9791270419895342
2024-06-05,False,0.980532986214142
2024-06-05,True,0.980532986214142
2024-06-06,False,1.0407291997076153
2024-06-06,True,1.0407291997076153
2024-06-07,False,1.0069251356985398
2024-06-07,True,1.0069251356985398
2024-06-08,False,0.9794992941759639
2024-06-08,True,0.9794992941759639
2024-06-09,False,0.9706108949021166
2024-06-09,True,0.9819864952201328
2024-06-10,False,1.02978160608153
2024-06-10,True,1.02978160608153
2024-06-11,False,1.0083821191452174
2024-06-11,True,1.0083821191452174
2024-06-12,False,1.0311757024088468
2024-06-12,True,1.0400679561451847
2024-06-13,False,1.057404847075142
2024-06-13,True,1.057404847075142
2024-06-14,False,1.0175413664470743
2024-06-14,True,1.020675431695891
2024-06-15,False,0.9461308526324216
2024-06-15,True,0.9610575970320376
2024-06-16,False,0.964524541621405
2024-06-16,True,0.9744317285769843
2024-06-17,False,1.011250900194179
2024-06-17,True,1.0245861041602247
2024-06-18,False,0.978133588908894
2024-06-18,True,0.9895301238692911
2024-06-19,False,1.0034345336931674
2024-06-19,True,1.0168612487323194
2024-06-20,False,1.047592617411743
2024-06-20,True,1.0543129689830963
2024-06-21,False,0.9954653444755239
2024-06-21,True,1.027257425773846
2024-06-22,False,0.961163241303996
2024-06-22,True,1.0339989788691017
2024-06-23,False,0.963458736649787
2024-06-23,True,0.9726993944327302
2024-06-24,False,0.9987315409794726
2024-06-24,True,1.0046478382959354
2024-06-25,False,0.9638500580649709
2024-06-25,True,0.9833791920063181
2024-06-26,False,0.9677294879226133
