did,centroids_ar,types,nominatim,len
6793032E198AC9E275A4981C117355DE2024-06-19,"[(8.980144590006528, 50.03739868975007), (9.181954328553251, 48.779716768532445), (9.229229854471583, 48.79263441614586), (9.183463625858751, 48.78533685321101)]","['unknown', 'waste_basket', 'parking_entrance', 'bench']","[('Seligenstadt', 'building', 'yes', 9800354), ('Stuttgart', 'amenity', 'waste_basket', 7837839843), ('Stuttgart', 'tourism', 'attraction', 136082204), ('Stuttgart', 'railway', 'stop', 297470898)]",4
684867B40342DA0C98B90EB2109B227D2024-07-05,"[(8.782744428014515, 50.19248211499747), (8.635989423291955, 49.88737218649836), (8.670231795294447, 49.85782161902275), (9.23146783278856, 48.79354359495261), (8.773550677318124, 48.90726686266162)]","['unknown', 'parking', 'bicycle_parking', 'parking', 'toilets']","[('Gronau', 'building', 'yes', 133546517), ('Darmstadt', 'amenity', 'parking', 26278806), ('Darmstadt', 'leisure', 'sports_centre', 1110585300), ('Stuttgart', 'man_made', 'bridge', 3672953), ('Niefern', 'highway', 'services', 391819383)]",5
687F37F62DABBF33B445F023769794CC2024-07-05,"[(9.273751385016721, 48.940054994768055), (9.256571469754594, 48.938964303089456), (9.251525662296983, 48.93300740970309), (9.231113450545651, 48.92468689049034), (9.214502866725297, 48.90510845784862), (9.183298139887583, 48.885837967984784), (9.201962261299178, 48.88946133460651), (9.233162297108874, 48.79192371981148)]","['unknown', 'police', 'parking', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","[('Marbach', 'building', 'residential', 306420550), ('Marbach', 'building', 'yes', 179333929), ('Marbach am Neckar', 'building', 'office', 524645960), ('Ludwigsburg', 'highway', 'secondary', 36876571), ('Ludwigsburg', 'building', 'yes', 311663231), ('Ludwigsburg', 'building', 'industrial', 138601784), ('Ludwigsburg', 'building', 'apartments', 138601825), ('Stuttgart', 'leisure', 'stadium', 3869991)]",8
688FDE95494734C0A87DAA8A2950284F2024-07-05,"[(9.233267036853928, 48.79157210348479)]",['unknown'],"[('Stuttgart', 'leisure', 'sports_centre', 1070601468)]",1
751E5E8D567F313869222692732413DB2024-06-19,"[(12.890217325728193, 51.38362870135527), (10.073187975667867, 49.135894601514984), (9.194074568810345, 48.83409423813357), (9.179093060732132, 48.78168546317064), (9.209044884164996, 48.798787222033), (9.230081137971723, 48.791857083231186), (9.175434787984276, 48.83131273362812)]","['unknown', 'parking', 'unknown', 'car_rental', 'unknown', 'post_box', 'restaurant']","[('Lossatal', 'building', 'yes', 387227092), ('Crailsheim', 'building', 'yes', 223782178), ('Stuttgart', 'place', 'house', 2337888343), ('Stuttgart', 'place', 'house', 3150576768), ('Stuttgart', 'highway', 'secondary', 10238543), ('Stuttgart', 'amenity', 'parking', 438908086), ('Stuttgart', 'building', 'yes', 163790680)]",7
751E5E8D567F313869222692732413DB2024-07-05,"[(9.250507046427442, 48.814588012293854), (9.216718415100313, 48.80200596555215), (9.220424516777099, 48.79728788841538), (9.231254442416123, 48.79340346155062), (8.808732742942485, 48.29010332305494)]","['parking', 'taxi', 'waste_basket', 'exhibition_centre', 'unknown']","[('Stuttgart', 'tourism', 'information', 5862968680), ('Stuttgart', 'amenity', 'fast_food', 6424298585), ('Stuttgart', 'amenity', 'fire_station', 586240218), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Geislingen', 'building', 'yes', 269351055)]",5
78281C41FC392A83803A4D668D23AE032024-07-05,"[(9.231251858409925, 48.79284121982766)]",['unknown'],"[('Stuttgart', 'leisure', 'stadium', 3869991)]",1
7B5DCCF81CF70CA6895B70B66AD0E52B2024-07-05,"[(8.97921103570878, 48.38922367288989), (8.768522576752291, 48.238297936054074), (9.179732160035822, 48.78281261823786), (9.232627204343594, 48.79122199214272)]","['kindergarten', 'parking', 'restaurant', 'unknown']","[('Bodelshausen', 'building', 'house', 982220042), ('Dormettingen', 'building', 'yes', 226355518), ('Stuttgart', 'railway', 'platform', 37620990), ('Stuttgart', 'leisure', 'stadium', 3869991)]",4
7C98AE68B2617DAAD0C16F16CB878FA82024-06-19,"[(9.135272346716327, 48.70162803058166), (9.230084994369786, 48.791855586344056)]","['parking_entrance', 'post_box']","[('Oberaichen', 'building', 'house', 90187701), ('Stuttgart', 'amenity', 'parking', 438908086)]",2
7DDD6EA2106CC634C49263309D981F0B2024-06-19,"[(9.338028032099825, 48.742185877157134), (9.175803106334964, 48.78443481562912), (9.178869124139407, 48.778244047633756), (9.178111299078413, 48.775154178151915), (9.231353705205683, 48.791857083231186)]","['unknown', 'vending_machine', 'taxi', 'bicycle_parking', 'unknown']","[('Esslingen am Neckar', 'building', 'house', 1011236320), ('Stuttgart', 'building', 'yes', 109179303), ('Stuttgart', 'amenity', 'waste_basket', 7836857253), ('Stuttgart', 'shop', 'books', 91264286), ('Stuttgart', 'leisure', 'stadium', 3869991)]",5
845F65721C390DF22D50B672FDB90F0E2024-07-05,"[(8.315188052251822, 50.191720864433634), (9.147456897135307, 48.8377471752107), (9.224085948318887, 48.80796573918722), (9.219907661958372, 48.797992323428126), (9.228696086556306, 48.79221379119987)]","['unknown', 'fast_food', 'biergarten', 'parking', 'atm']","[('Idstein', 'building', 'yes', 51817134), ('Stuttgart', 'amenity', 'parking', 145553085), ('Stuttgart', 'amenity', 'biergarten', 385126376), ('Stuttgart', 'amenity', 'parking', 466403854), ('Stuttgart', 'tourism', 'attraction', 136082204)]",5
8989D7BA8C4F028D07876D488A7D32A62024-06-19,"[(10.338138952105254, 48.430714970498016), (9.182823197335603, 48.78428230650783), (9.178761034631776, 48.77887839339981), (9.172495792428977, 48.78148833685126), (9.231459750543877, 48.79178658945434)]","['unknown', 'fast_food', 'toilets', 'bench', 'unknown']","[('Burgau', 'highway', 'residential', 666136338), ('Stuttgart', 'highway', 'service', 234914151), ('Stuttgart', 'amenity', 'cafe', 5023471296), ('Stuttgart', 'highway', 'pedestrian', 352864466), ('Stuttgart', 'leisure', 'stadium', 3869991)]",5
8C3BECDF9DFAF2C0D950A5B2B46DE44C2024-06-19,[],[],[],0
8CABF7B61BA2F7669A19C2ED2F910AA32024-06-19,"[(11.446426698628, 48.24152800622808), (9.219838869117453, 48.78569490002226), (9.231357582817852, 48.7927004459336)]","['parking_space', 'post_box', 'unknown']","[('Dachau', 'building', 'semidetached_house', 1092136668), ('Stuttgart', 'tourism', 'museum', 107136753), ('Stuttgart', 'leisure', 'stadium', 3869991)]",3
8E8428D7AF6EF8C595409AC8319EB5762024-07-05,[],[],[],0
8EC5E8B566D2207CDCCF2921F81DE7712024-06-19,"[(6.981558568342166, 51.65694098759796), (6.970418983640493, 51.65850534476904), (6.772302417040877, 51.429802138769695), (6.776351821319624, 51.42973853503253), (9.230084672996444, 48.79305141981383)]","['unknown', 'bicycle_parking', 'waste_basket', 'atm', 'exhibition_centre']","[('Dorsten', 'building', 'yes', 239853561), ('Dorsten', 'historic', 'building', 145092008), ('Duisburg', 'place', 'house', 7297177241), ('Duisburg', 'tourism', 'information', 5293479136), ('Stuttgart', 'tourism', 'attraction', 136082204)]",5
8EF7DA8A71D36855553830837EA642162024-07-05,"[(10.667931430908448, 49.97221504410748), (10.664378455071901, 49.96404741397737), (9.170412208599206, 48.82288473984955), (9.20886275651176, 48.80616702937104), (9.220283363550424, 48.78927614312993), (9.229974767559785, 48.79249131014604), (10.11712410168999, 50.00328406406002)]","['pharmacy', 'unknown', 'unknown', 'grit_bin', 'unknown', 'exhibition_centre', 'fuel']","[('Eltmann', 'building', 'yes', 162252681), ('Eltmann', 'building', 'yes', 179562091), ('Stuttgart', 'highway', 'secondary', 7438372), ('Stuttgart', 'tourism', 'zoo', 13371824), ('Stuttgart', 'man_made', 'works', 24551970), ('Stuttgart', 'tourism', 'attraction', 136082204), ('Schnackenwerth', 'amenity', 'toilets', 5604615390)]",7
8EF8B782AAC6DC857BFE1850E41BD8902024-06-19,"[(9.626291551570137, 48.516705643359636), (9.961824737939999, 48.4528910316081), (9.230297095415876, 48.79340537827268)]","['unknown', 'restaurant', 'exhibition_centre']","[('Westerheim', 'place', 'house', 6209942458), ('Dornstadt', 'highway', 'residential', 150026014), ('Stuttgart', 'tourism', 'attraction', 136082204)]",3
915692839EA1815AC6A3591A671AEC342024-06-19,"[(9.116054126210273, 48.74789431367972), (9.202092490165837, 48.709964032363146), (9.150849874473217, 48.72662844873166)]","['unknown', 'pharmacy', 'vending_machine']","[('Stuttgart', 'building', 'apartments', 99422831), ('Stuttgart', 'building', 'apartments', 49637445), ('Stuttgart', 'building', 'apartments', 151298277)]",3
9623F5EE4E03B648B34F1C23FBD70F712024-07-05,"[(8.118180771620436, 49.756488842938914), (9.180261392381535, 48.7814751231971), (9.178029070990364, 48.78239357561362), (9.233479120661507, 48.79143111231579), (9.21672537967598, 48.8036224093785), (9.178006206891776, 48.77332440184707)]","['unknown', 'fast_food', 'nightclub', 'unknown', 'fast_food', 'bicycle_rental']","[('Alzey', 'building', 'commercial', 384013749), ('Stuttgart', 'building', 'retail', 43085370), ('Stuttgart', 'tourism', 'hotel', 90843416), ('Stuttgart', 'leisure', 'sports_centre', 1070601468), ('Stuttgart', 'building', 'apartments', 135576687), ('Stuttgart', 'building', 'retail', 91264309)]",6
965BDD2417A2E5F457B0C9A62E7EBE432024-06-19,"[(8.505108564705969, 48.46182051996988), (9.232412846827938, 48.79087102011242)]","['unknown', 'charging_station']","[('Dornstetten', 'place', 'house', 4230429114), ('Stuttgart', 'leisure', 'stadium', 3869991)]",2
98DA7B5B50E66BC1B8584F915F407B312024-07-05,"[(9.230288410816547, 48.791507812109074)]",['parking'],"[('Stuttgart', 'highway', 'residential', 13882247)]",1
9A317535E9699856435B3FA6B8C940C52024-07-05,"[(8.933131314492915, 48.76346550671733), (9.186001864820323, 48.78097226359673), (9.235612726751425, 48.79276188997318), (9.231032663294693, 48.791436041874604), (9.172789504517631, 48.77410839002351), (9.204925313700143, 48.77988905905253)]","['bicycle_parking', 'grit_bin', 'parking', 'unknown', 'taxi', 'unknown']","[('Renningen', 'building', 'apartments', 331120880), ('Stuttgart', 'amenity', 'school', 452118436), ('Stuttgart', 'amenity', 'bicycle_parking', 1297145049), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'amenity', 'nightclub', 1311691114), ('Stuttgart', 'building', 'yes', 309039526)]",6
9AB995F7CDC6525954B4EFA71090AEF52024-07-05,"[(9.231034276678706, 48.79178744304947)]",['unknown'],"[('Stuttgart', 'leisure', 'stadium', 3869991)]",1
9C05AACDF68A15B67E6E0E9DEA5CA3DF2024-07-05,[],[],[],0
9D33B219AA4EA3156C40DF35346309BD2024-07-05,"[(8.908015920244846, 48.719662865708564), (9.217715403574939, 48.786542301841465), (9.22848366690142, 48.79094258541552), (9.218266125187787, 48.74184241116072), (9.180476392188037, 48.751109119864594), (9.167811605636333, 48.74811153913573), (9.20977004296826, 48.743052974971725), (9.208406895308356, 48.745724615762775), (9.194692685403838, 48.773792347500674), (9.192550214841617, 48.76810069023884), (9.31533273656087, 48.69846464294825), (9.435205055587234, 48.9446892077662)]","['unknown', 'grit_bin', 'unknown', 'bicycle_parking', 'parking', 'bus_station', 'kindergarten', 'charging_station', 'taxi', 'unknown', 'unknown', 'parking']","[('Döffingen', 'building', 'semidetached_house', 156471095), ('Stuttgart', 'amenity', 'vending_machine', 3742810613), ('Stuttgart', 'leisure', 'pitch', 25216449), ('Stuttgart', 'amenity', 'taxi', 2450507441), ('Stuttgart', 'building', 'apartments', 95258371), ('Stuttgart', 'amenity', 'post_box', 405589607), ('Stuttgart', 'building', 'yes', 93737188), ('Stuttgart', 'building', 'yes', 93737140), ('Stuttgart', 'amenity', 'recycling', 582711552), ('Stuttgart', 'place', 'house', 3327506575), ('Denkendorf', 'building', 'house', 334440017), ('Backnang', 'building', 'apartments', 189253332)]",12
A0EEBCA4C6BF5E172228039C99AC97CD2024-06-19,"[(9.204094867578862, 48.7061652809073), (9.205023356625304, 48.777638377077835), (9.222532254661601, 48.79095586527307), (9.230925973043563, 48.791365974787304)]","['unknown', 'place_of_worship', 'unknown', 'unknown']","[('Stuttgart', 'building', 'yes', 49089695), ('Stuttgart', 'building', 'yes', 309036190), ('Stuttgart', 'emergency', 'phone', 849898219), ('Stuttgart', 'man_made', 'bridge', 1070620404)]",4
A16E6D11A92B824C2991A0C8C69B91C52024-06-19,"[(8.712458697610053, 48.628395429538), (8.742369376358665, 48.62614688226649), (8.752065988284205, 48.65948217027468), (8.740374108408203, 48.62207241140673), (8.889962582798443, 48.62047879649559), (9.231571940818599, 48.79305141981383), (9.241033580443474, 48.791555460082314)]","['unknown', 'parking', 'unknown', 'unknown', 'post_box', 'unknown', 'vending_machine']","[('Wildberg', 'place', 'house', 4146758867), ('Wildberg-Stadt', 'shop', 'supermarket', 42710499), ('Calw', 'man_made', 'works', 89058205), ('Wildberg-Stadt', 'highway', 'secondary', 805017301), ('Nufringen', 'amenity', 'parking', 528636490), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'amenity', 'bench', 4509437245)]",7
A406E8FB48F3E21E24C0DAAAC66F2FD82024-06-19,"[(10.93741454705978, 49.491137121715376), (10.879279686056144, 49.485911992765935), (10.886518324084344, 49.399140503023155), (9.301552910804702, 48.8243686715264), (9.229014235124561, 48.79200231690326), (9.301790271438504, 48.830629690305784)]","['unknown', 'restaurant', 'post_box', 'college', 'post_box', 'parcel_locker']","[('Fürth', 'building', 'house', 197045400), ('Hiltmannsdorf', 'amenity', 'restaurant', 269884321), ('Roßtal', 'amenity', 'post_box', 364712578), ('Waiblingen', 'building', 'commercial', 302659144), ('Stuttgart', 'tourism', 'attraction', 136082204), ('Waiblingen', 'amenity', 'fast_food', 209282128)]",6
A7538A1E5657D327914D63741005184F2024-06-19,"[(8.878791042719362, 49.298095432902436), (9.219689191946825, 49.18874166869103), (9.18335445440183, 48.78329702001842), (9.180256610612629, 48.780773651028), (9.178542618799801, 48.777262268546075), (9.172993716351115, 48.77164824594938), (9.22997637362772, 48.79305461431131)]","['unknown', 'vending_machine', 'unknown', 'telephone', 'pharmacy', 'pharmacy', 'parking_entrance']","[('Waibstadt', 'building', 'yes', 401083577), ('Neckarsulm (Kernstadt)', 'amenity', 'clock', 8120514223), ('Stuttgart', 'highway', 'service', 607341270), ('Stuttgart', 'highway', 'pedestrian', 359863897), ('Stuttgart', 'building', 'apartments', 9724284), ('Stuttgart', 'amenity', 'bank', 3755195577), ('Stuttgart', 'amenity', 'pub', 438908088)]",7
A7538A1E5657D327914D63741005184F2024-07-05,"[(9.22143392534301, 48.80979816133704), (9.178862631918188, 48.777542896479105), (9.17278154604514, 48.771789126401465), (9.22976363131444, 48.79305503857556), (9.219807722266584, 48.80291376564221)]","['parking_entrance', 'pharmacy', 'cafe', 'parking_entrance', 'doctors']","[('Stuttgart', 'tourism', 'hotel', 1263879947), ('Stuttgart', 'leisure', 'outdoor_seating', 375386137), ('Stuttgart', 'shop', 'convenience', 3097227321), ('Stuttgart', 'man_made', 'bridge', 3672953), ('Stuttgart', 'building', 'apartments', 108044888)]",5
AAB2C025249B9428F0D91D0B309C7CC32024-06-19,"[(8.77267272484546, 50.28514005532441), (8.581292765641921, 50.024559370409406), (8.603438244474546, 50.03721476332203), (9.238587767703764, 48.79071631169714), (9.232521811336166, 48.79143304745744), (9.309251025146498, 49.14271699708253)]","['unknown', 'parking', 'parking', 'waste_basket', 'unknown', 'charging_station']","[('Nieder-Wöllstadt', 'building', 'detached', 405364048), ('Frankfurt am Main', 'amenity', 'parking', 40956355), ('Zeppelinheim', 'highway', 'unclassified', 22873695), ('Stuttgart', 'leisure', 'pitch', 1071392910), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Ellhofen', 'amenity', 'fast_food', 50389339)]",6
B05FE43EB75064886D28D116E3C4A7A22024-06-19,"[(11.031796034213375, 50.9673920735191), (11.03757981356712, 50.97242051613279), (9.064248997128578, 48.9596886331211), (9.177908066999708, 48.77810448065764), (9.232422909872106, 48.793049707050955)]","['pharmacy', 'clock', 'police', 'fountain', 'unknown']","[('Erfurt', 'place', 'house', 488638663), ('Erfurt', 'shop', 'gift', 434905542), ('Sachsenheim', 'amenity', 'bar', 6690535969), ('Stuttgart', 'highway', 'primary', 366561471), ('Stuttgart', 'leisure', 'stadium', 3869991)]",5
B05FE43EB75064886D28D116E3C4A7A22024-07-05,"[(9.062970587307563, 48.9596886331211), (9.215347378074691, 48.804819764163206), (9.228704711320546, 48.792909146628325)]","['library', 'restaurant', 'parking_entrance']","[('Sachsenheim', 'building', 'yes', 469913976), ('Stuttgart', 'place', 'house', 3787891645), ('Stuttgart', 'amenity', 'events_centre', 1069797443)]",3
B6C0833AF27EB9023BA01327ED694E682024-06-19,"[(9.1467118793165, 48.36235307095956), (9.153500706216157, 48.69007723364453), (9.157536349607744, 48.69084411057526), (9.231353058954483, 48.7917165227687)]","['unknown', 'restaurant', 'unknown', 'unknown']","[('Burladingen', 'building', 'house', 209285316), ('unknown', 'leisure', 'sports_centre', 27604445), ('unknown', 'highway', 'secondary', 1020674889), ('Stuttgart', 'leisure', 'stadium', 3869991)]",4
B6C0833AF27EB9023BA01327ED694E682024-07-05,"[(9.146817351191846, 48.36235293640502), (9.097551331177517, 48.52223349662337), (9.153288609545216, 48.690360347771765), (9.231246367662207, 48.79164645598297)]","['unknown', 'fast_food', 'bench', 'unknown']","[('Burladingen', 'building', 'house', 209285316), ('Tübingen', 'amenity', 'parking', 20637529), ('unknown', 'amenity', 'parking', 31138992), ('Stuttgart', 'leisure', 'stadium', 3869991)]",4
B856B8F84BD14860F52EA123142BE4132024-07-05,"[(9.060962536180316, 48.62655939718116), (9.112523781294831, 48.737284277639915), (9.17353164503514, 48.773474745420266), (9.23092823074128, 48.79185793643578)]","['unknown', 'waste_basket', 'fast_food', 'parking']","[('Weil im Schönbuch', 'building', 'yes', 544116076), ('Stuttgart', 'highway', 'tertiary', 9240899), ('Stuttgart', 'building', 'office', 108691788), ('Stuttgart', 'leisure', 'stadium', 3869991)]",4
BB35AB0F4BD31C161AE6850B8025C4322024-07-05,"[(12.010344315706762, 51.177667367854646), (9.214583281428952, 48.700453386486174), (9.21725127659932, 48.80221580472993), (9.228909145045556, 48.791715240023365)]","['fuel', 'restaurant', 'taxi', 'unknown']","[('Lützen', 'highway', 'services', 195010293), ('Stuttgart', 'building', 'yes', 132070647), ('Stuttgart', 'building', 'retail', 244442209), ('Stuttgart', 'leisure', 'pitch', 25216449)]",4
BD98577D1FB42D4F1590F88984915D3C2024-06-19,"[(13.421401940034887, 48.59820951364531), (9.26278052584335, 49.044935954040106), (9.169578943403994, 48.83111081645652), (9.233162297108874, 48.79192371981148), (9.170534644825711, 48.76764588707112), (9.16840053241978, 48.76532974699503)]","['bicycle_rental', 'fast_food', 'post_box', 'unknown', 'waste_basket', 'post_box']","[('Passau', 'place', 'house', 2500817366), ('Ilsfeld', 'amenity', 'parking', 89431684), ('Stuttgart', 'amenity', 'casino', 9830375304), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'man_made', 'works', 151707717), ('Stuttgart', 'building', 'apartments', 41989503)]",6
C3158409C495F5B2818E9AC7F805971F2024-07-05,"[(7.153179782465899, 51.237945313634924), (8.563541335939854, 49.52628592909413), (9.233162297108874, 48.79192371981148), (7.7501315848280345, 50.48332315923222)]","['parking', 'toilets', 'unknown', 'fast_food']","[('Wuppertal', 'building', 'yes', 185587591), ('Viernheim', 'shop', 'mall', 232444928), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Mogendorf', 'building', 'retail', 68768112)]",4
C7BF383BF45DBE7645BB8D2C25D95DA12024-06-19,"[(9.529013305455573, 49.16862444698104), (9.483627814899938, 49.19644205686145), (9.23050533180374, 48.79192371981148)]","['unknown', 'parking', 'parking']","[('Harsberg', 'building', 'yes', 297323730), ('Öhringen', 'building', 'industrial', 211354895), ('Stuttgart', 'leisure', 'stadium', 3869991)]",3
C9E2BC0D1DF75B67D55FA0EE01A8335D2024-07-05,"[(8.573421688999533, 49.44529845201278), (8.568008056147253, 49.460387057567246), (9.166592459874723, 48.82935816135846), (9.233162297108874, 48.79192371981148), (8.543775061621046, 49.41131354473178)]","['unknown', 'social_facility', 'post_box', 'unknown', 'charging_station']","[('Mannheim', 'craft', 'plumber', 121768341), ('Mannheim', 'building', 'residential', 127996835), ('Stuttgart', 'building', 'train_station', 100305710), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Brühl', 'amenity', 'fast_food', 121997648)]",5
CAE1661885F43E3053E9FADE21FEDA0C2024-07-05,"[(6.828628561535407, 51.46739450793708), (8.622796383027739, 49.30183297787664), (9.169246095139611, 48.821546867559086), (9.175500988760204, 48.816058859658334), (9.181535419305082, 48.81099238835292), (9.184291307857373, 48.779010245492444), (9.178862631918188, 48.777542896479105), (9.203176480313598, 48.79451058625548), (9.233162297108874, 48.79192371981148), (9.212135337496818, 48.80004662987951), (9.263524047935963, 49.044020647097994)]","['unknown', 'unknown', 'unknown', 'restaurant', 'charging_station', 'parking_entrance', 'pharmacy', 'unknown', 'unknown', 'bicycle_parking', 'fuel']","[('Oberhausen', 'building', 'yes', 338696244), ('Walldorf', 'highway', 'primary', 192675190), ('Stuttgart', 'building', 'yes', 122144151), ('Stuttgart', 'amenity', 'social_facility', 190114364), ('Stuttgart', 'highway', 'primary', 440106249), ('Stuttgart', 'amenity', 'parking', 166004608), ('Stuttgart', 'leisure', 'outdoor_seating', 375386137), ('Stuttgart', 'building', 'apartments', 108693905), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'man_made', 'bridge', 157667334), ('Ilsfeld', 'highway', 'services', 550645507)]",11
D549CF9F51379D096D7E06C0985E3A642024-07-05,"[(11.443723304209383, 48.18035855588058), (11.45956999627202, 48.14909033244864), (9.181431224218539, 48.78196608281756), (9.204993721927128, 48.794423425631905), (9.2309359718832, 48.79150568206849)]","['vending_machine', 'restaurant', 'restaurant', 'restaurant', 'unknown']","[('München', 'place', 'house', 2835677251), ('München', 'highway', 'platform', 225619688), ('Stuttgart', 'building', 'retail', 309752974), ('Stuttgart', 'building', 'apartments', 122498424), ('Stuttgart', 'leisure', 'stadium', 3869991)]",5
D7115D5047474EBB22724F8BC4E349C52024-06-19,"[(11.639560991979636, 48.18685144370431), (9.443750492688297, 48.644275450576), (9.450406670596076, 48.65331610026812), (9.241137591551555, 48.79141534495941), (9.231679282741712, 48.79326204670055)]","['parking_entrance', 'post_box', 'parking', 'bench', 'unknown']","[('Unterföhring', 'place', 'house', 9464151197), ('Kirchheim unter Teck', 'railway', 'stop', 3223114793), ('Kirchheim unter Teck', 'amenity', 'restaurant', 518645425), ('Stuttgart', 'building', 'yes', 313052690), ('Stuttgart', 'leisure', 'stadium', 3869991)]",5
DD1273538171698AAC095498C2A4A9F62024-07-05,"[(9.642823637927853, 48.644250151849015), (9.650623480386566, 48.70640664119523), (9.639150151564722, 48.714412767474435), (9.231466216277106, 48.79319219389609), (9.43092014340789, 48.644605296862544), (9.576336019478493, 48.6545822114112)]","['unknown', 'vending_machine', 'school', 'unknown', 'bicycle_parking', 'unknown']","[('Dürnau', 'place', 'house', 5409529508), ('Göppingen (Kernstadt)', 'building', 'apartments', 273173594), ('Göppingen (Kernstadt)', 'amenity', 'school', 1168482004), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Kirchheim unter Teck', 'amenity', 'parking', 14049587), ('Zell unter Aichelberg', 'building', 'residential', 319562271)]",6
E093D4F548DDE86CCF0F53F8DAF0C25A2024-07-05,"[(6.958471412652187, 50.94292102638695), (9.179311016821243, 48.7833738659478), (9.232629153755742, 48.79164367351817), (9.178647959382756, 48.77698098120039), (9.182823197335603, 48.7845646125895)]","['atm', 'restaurant', 'unknown', 'parking_entrance', 'fast_food']","[('Köln', 'railway', 'platform', 6838169), ('Stuttgart', 'building', 'hotel', 309719974), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'historic', 'castle', 22988), ('Stuttgart', 'highway', 'service', 234914151)]",5
E717F1D686B930CD79458CD952CC23CD2024-06-19,"[(9.146694780510982, 49.19581537863689), (9.151928733563016, 49.189132398634904), (9.172495551595718, 48.78141805623859), (9.233162297108874, 48.79192371981148)]","['school', 'parking', 'bench', 'unknown']","[('Heilbronn', 'building', 'yes', 127994045), ('Heilbronn', 'building', 'yes', 106433180), ('Stuttgart', 'highway', 'pedestrian', 352864466), ('Stuttgart', 'leisure', 'stadium', 3869991)]",4
E71A33E44DCD8CC18A724D2C1D50D1BF2024-07-05,"[(9.182665747627848, 48.85850010294332), (9.213858130819922, 48.80489281741118), (9.231461043650514, 48.79192371981148)]","['unknown', 'fountain', 'unknown']","[('Kornwestheim', 'place', 'house', 4826583506), ('Stuttgart', 'building', 'apartments', 135753626), ('Stuttgart', 'leisure', 'stadium', 3869991)]",3
E81007EE27FCD50EDE665A98CB5EF5B32024-07-05,"[(7.091106105511996, 49.7917630779452), (7.126743675898487, 49.80780526379884), (9.217760411681338, 48.7925735558049), (9.231466216277106, 48.79319219389609), (7.706322439577913, 49.44622806648228)]","['unknown', 'unknown', 'unknown', 'unknown', 'fast_food']","[('Morbach', 'highway', 'residential', 94473107), ('Morbach', 'highway', 'residential', 147695237), ('Stuttgart', 'highway', 'trunk', 113044114), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Kaiserslautern', 'amenity', 'parking', 161302364)]",5
EA4644CF069CDEB0CA86B65259E67E1D2024-06-19,"[(8.78670166808791, 48.723016245848164), (8.794343745608948, 48.72443596271136), (8.804222559667657, 48.724593543970414), (8.909007674615003, 48.64087732570511), (9.232521486583327, 48.791362767227234)]","['unknown', 'fountain', 'unknown', 'post_box', 'unknown']","[('Althengstett', 'building', 'yes', 304401190), ('Althengstett', 'building', 'kindergarten', 1118053587), ('Althengstett', 'building', 'yes', 70502471), ('Gärtringen', 'railway', 'platform', 29249156), ('Stuttgart', 'leisure', 'stadium', 3869991)]",5
F11C0EAF9048E6416B243DAD27BECA1F2024-07-05,"[(8.030941894180055, 52.30122535602983), (8.113881596307815, 52.278908096023706), (8.097562181942244, 52.24984671776574), (8.070031819907857, 52.26199403941616), (9.485024381242999, 51.03562482493002), (9.95100280922839, 49.794379491158246), (9.804562630328306, 49.70884559958344), (9.033792433623166, 48.742606410798714), (9.166688511178403, 48.69772135410879), (9.17168617300663, 48.762372930969676), (9.182898651373888, 48.7762012228451), (9.232521811336166, 48.79143304745744), (9.210643872443253, 48.799479066155754)]","['unknown', 'unknown', 'parking', 'recycling', 'bench', 'vending_machine', 'waste_disposal', 'fuel', 'parking', 'unknown', 'grit_bin', 'unknown', 'charging_station']","[('Osnabrück', 'building', 'apartments', 204320245), ('Osnabrück', 'highway', 'residential', 29269030), ('Osnabrück', 'building', 'residential', 210338988), ('Osnabrück', 'amenity', 'parking', 238060435), ('Berndshausen', 'amenity', 'parking', 1365069894), ('Würzburg', 'highway', 'primary', 627772271), ('Großrinderfeld', 'amenity', 'parking', 257586536), ('Sindelfingen', 'highway', 'services', 240053992), ('unknown', 'tourism', 'hotel', 53169698), ('Stuttgart', 'place', 'house', 1883010089), ('Stuttgart', 'junction', 'yes', 2022261), ('Stuttgart', 'leisure', 'stadium', 3869991), ('Stuttgart', 'man_made', 'bridge', 157667334)]",13
F3C8C37626093DBC12873F0E242FAABE2024-07-05,"[(9.295444054748168, 48.946115752162406), (9.235612397666287, 48.792691827254586), (9.2765543182713, 48.81002948244678), (9.296177614433153, 48.9421755247073)]","['unknown', 'parking', 'parking_entrance', 'fountain']","[('Erdmannhausen', 'building', 'yes', 548394021), ('Stuttgart', 'amenity', 'bicycle_parking', 1297145049), ('Fellbach', 'building', 'apartments', 47194920), ('Erdmannhausen', 'building', 'yes', 427163316)]",4
